source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
X+,X+,G,G,23,49,694,0.9177,0.6065,0.77545,letter,32
B-,B-,S+,S+,23,49,344,0.9172,1.1273,0.77545,letter,32
G-,G-,Q,Q,20,49,632,0.9172,0.9291,0.25287,letter,32
S,S,G-,G-,20,49,410,0.9171,0.9095,0.25287,letter,32
H,H,T+,T+,22,48,471,0.9157,1.1443,0.665466,letter,32
Q,Q,F,F,18,49,1085,0.9153,0.6772,0.0854331,letter,32
B,B,X,X,20,49,1386,0.9151,1.1868,0.25287,letter,32
S,S,E-,E-,21,49,958,0.9146,1.0003,0.391603,letter,32
O+,O+,S+,S+,18,49,1141,0.9145,1.2635,0.0854331,letter,32
T,T,A,A,21,50,2065,0.9145,0.9607,0.322236,letter,32
L+,L+,T,T,22,45,69,0.9144,1.1318,1,letter,32
Y,Y,T-,T-,21,48,519,0.9136,0.8939,0.470879,letter,32
O+,O+,T-,T-,22,49,538,0.9134,1.0122,0.568172,letter,32
P,P,P,P,23,47,46,0.9132,0.6445,1,letter,32
T,T,Z,Z,14,50,2006,0.9128,0.8360,0.00260217,letter,32
N+,N+,M,M,15,50,2273,0.9127,0.6856,0.00660045,letter,32
S,S,N-,N-,21,49,568,0.9121,1.1132,0.391603,letter,32
P,P,N,N,22,49,200,0.9119,0.7059,0.568172,letter,32
F,F,C,C,22,49,233,0.9116,0.8599,0.568172,letter,32
S-,S-,S+,S+,21,49,916,0.9115,0.8658,0.391603,letter,32
N,N,A,A,12,49,2154,0.9110,0.9745,0.000469757,letter,32
X+,X+,H,H,23,49,704,0.9107,0.6814,0.77545,letter,32
P,P,S+,S+,20,49,248,0.9106,0.8586,0.25287,letter,32
C,C,E-,E-,21,48,352,0.9106,0.5702,0.470879,letter,32
X-,X-,N+,N+,16,48,666,0.9098,0.4012,0.0293049,letter,32
S,S,S+,S+,18,49,1654,0.9094,1.2684,0.0854331,letter,32
B,B,L+,L+,21,48,100,0.9091,0.7222,0.470879,letter,32
O,O,G-,G-,22,48,375,0.9089,0.5864,0.665466,letter,32
K,K,H,H,23,48,278,0.9082,0.6282,0.885433,letter,32
O-,O-,T+,T+,22,46,120,0.9078,0.6964,0.882996,letter,32
N+,N+,L-,L-,21,49,288,0.9072,0.4152,0.391603,letter,32
B,B,G-,G-,22,48,409,0.9065,0.7603,0.665466,letter,32
Z,Z,N,N,12,50,2144,0.9065,0.9027,0.000305864,letter,32
O,O,S,S,20,49,1332,0.9063,0.8410,0.25287,letter,32
M,M,E-,E-,14,50,1695,0.9061,0.8220,0.00260217,letter,32
N-,N-,S+,S+,17,49,626,0.9061,0.7503,0.0443842,letter,32
Q,Q,S-,S-,15,49,1248,0.9056,0.6748,0.00939924,letter,32
T,T,P,P,20,48,240,0.9053,0.7529,0.312327,letter,32
A,A,A-,A-,13,50,2319,0.9052,0.8054,0.000936223,letter,32
X,X,F,F,21,49,819,0.9050,0.5283,0.391603,letter,32
G,G,N,N,20,49,566,0.9050,1.2335,0.25287,letter,32
A,A,A,A,9,50,2475,0.9044,0.7870,5.6141e-06,letter,32
B-,B-,T,T,22,49,215,0.9041,0.9906,0.568172,letter,32
P,P,T-,T-,21,49,120,0.9037,0.6822,0.391603,letter,32
G,G,G-,G-,21,48,167,0.9034,1.0828,0.470879,letter,32
F-,F-,X+,X+,15,32,35,0.9026,0.9521,0.86005,letter,32
G-,G-,S,S,19,49,373,0.9024,0.7418,0.152408,letter,32
B,B,Z,Z,15,49,1631,0.9023,0.9426,0.00939924,letter,32
X,X,O,O,19,50,1578,0.9021,0.5938,0.11892,letter,32
X,X,E,E,24,49,388,0.9009,0.7245,1,letter,32
G-,G-,O-,O-,23,47,65,0.9008,1.0531,1,letter,32
S-,S-,B,B,18,49,640,0.9007,0.9937,0.0854331,letter,32
N+,N+,X-,X-,18,48,1063,0.8999,1.0147,0.111403,letter,32
Q,Q,L,L,21,48,490,0.8999,0.8803,0.470879,letter,32
O-,O-,N,N,21,48,171,0.8998,0.7477,0.470879,letter,32
O+,O+,N+,N+,21,49,1107,0.8989,0.9328,0.391603,letter,32
X+,X+,O,O,21,50,1732,0.8976,0.6934,0.322236,letter,32
B,B,X-,X-,23,49,817,0.8975,1.4202,0.77545,letter,32
O,O,N+,N+,14,48,1445,0.8975,0.7638,0.0055152,letter,32
L,L,E+,E+,23,47,120,0.8969,0.9179,1,letter,32
S+,S+,Q,Q,17,49,1976,0.8965,0.6275,0.0443842,letter,32
A+,A+,X-,X-,15,50,1613,0.8965,1.2756,0.00660045,letter,32
S+,S+,T-,T-,19,49,933,0.8962,0.5338,0.152408,letter,32
X+,X+,Z,Z,19,50,2201,0.8957,0.8252,0.11892,letter,32
G-,G-,O,O,21,48,440,0.8956,0.7595,0.470879,letter,32
N,N,L,L,21,48,364,0.8950,0.8024,0.470879,letter,32
B-,B-,Y,Y,21,47,121,0.8949,0.8012,0.560065,letter,32
G,G,I,I,18,49,444,0.8948,1.0371,0.0854331,letter,32
H,H,G,G,21,49,197,0.8947,0.8042,0.391603,letter,32
M,M,E,E,18,49,540,0.8941,1.1917,0.0854331,letter,32
G,G,T+,T+,19,49,600,0.8934,1.3452,0.152408,letter,32
B,B,S+,S+,14,49,1404,0.8933,1.0246,0.00380165,letter,32
O-,O-,B-,B-,23,47,65,0.8931,0.8571,1,letter,32
T+,T+,N+,N+,14,49,1478,0.8931,0.4634,0.00380165,letter,32
H,H,F,F,21,48,236,0.8928,0.7575,0.470879,letter,32
I-,I-,T,T,19,48,401,0.8923,1.0408,0.193413,letter,32
L-,L-,E-,E-,20,49,436,0.8922,1.3295,0.25287,letter,32
E-,E-,A-,A-,17,49,1250,0.8921,0.9709,0.0443842,letter,32
A+,A+,A+,A+,8,50,2367,0.8918,0.9501,1.16356e-06,letter,32
E+,E+,X,X,16,50,1188,0.8913,0.9150,0.0153467,letter,32
A,A,E+,E+,12,49,1680,0.8899,0.6639,0.000469757,letter,32
N-,N-,F,F,23,49,219,0.8892,0.6009,0.77545,letter,32
F,F,I-,I-,21,46,163,0.8886,0.7903,0.658738,letter,32
A-,A-,S+,S+,16,49,1984,0.8883,0.7045,0.0212941,letter,32
E-,E-,G+,G+,16,35,29,0.8880,0.8259,0.735879,letter,32
G-,G-,N+,N+,18,49,447,0.8879,0.7559,0.0854331,letter,32
S+,S+,X,X,17,49,1797,0.8874,0.6066,0.0443842,letter,32
L+,L+,A+,A+,21,47,171,0.8869,1.0601,0.560065,letter,32
Q,Q,S,S,18,50,1937,0.8866,0.6902,0.0649086,letter,32
T-,T-,M,M,16,49,1412,0.8865,0.7599,0.0212941,letter,32
C,C,O-,O-,20,45,45,0.8860,0.7754,0.551484,letter,32
B,B,L,L,21,48,331,0.8856,1.0925,0.470879,letter,32
N+,N+,N,N,14,50,1720,0.8853,0.6882,0.00260217,letter,32
B,B,T+,T+,17,49,1135,0.8853,1.0129,0.0443842,letter,32
L,L,Y,Y,22,48,74,0.8850,0.7648,0.665466,letter,32
N-,N-,S,S,20,49,470,0.8848,0.6214,0.25287,letter,32
I,I,A-,A-,18,49,1210,0.8847,0.9935,0.0854331,letter,32
W,W,Z,Z,22,49,289,0.8843,0.6983,0.568172,letter,32
O,O,I,I,19,48,855,0.8842,0.6470,0.193413,letter,32
A-,A-,B-,B-,23,49,389,0.8839,0.6634,0.77545,letter,32
S+,S+,A+,A+,12,49,2143,0.8838,0.5571,0.000469757,letter,32
N+,N+,T,T,16,50,1657,0.8834,0.7664,0.0153467,letter,32
I-,I-,S+,S+,21,49,486,0.8833,1.6910,0.391603,letter,32
A+,A+,Y,Y,16,49,1620,0.8826,0.8329,0.0212941,letter,32
N-,N-,X+,X+,18,48,590,0.8820,0.7005,0.111403,letter,32
W,W,H,H,22,47,57,0.8820,0.8151,0.770867,letter,32
S+,S+,I,I,20,49,1040,0.8816,0.5482,0.25287,letter,32
A-,A-,T-,T-,14,49,1106,0.8815,0.5393,0.00380165,letter,32
S,S,G,G,20,49,555,0.8797,0.7884,0.25287,letter,32
A+,A+,I+,I+,20,44,89,0.8793,0.4860,0.651588,letter,32
T,T,X-,X-,13,48,1089,0.8792,0.9528,0.00208811,letter,32
B,B,N+,N+,15,49,1240,0.8791,0.9022,0.00939924,letter,32
A+,A+,L-,L-,18,49,587,0.8789,0.4852,0.0854331,letter,32
F,F,S-,S-,20,48,409,0.8782,0.8160,0.312327,letter,32
O-,O-,X,X,21,47,197,0.8780,0.9488,0.560065,letter,32
T-,T-,Z,Z,14,49,1346,0.8775,0.7546,0.00380165,letter,32
G,G,Z,Z,14,49,884,0.8774,1.2131,0.00380165,letter,32
X+,X+,I,I,19,49,1202,0.8772,0.6190,0.152408,letter,32
A-,A-,O-,O-,20,48,266,0.8769,0.6142,0.312327,letter,32
N-,N-,A,A,14,49,926,0.8768,0.7005,0.00380165,letter,32
I,I,K,K,18,48,523,0.8761,0.9886,0.111403,letter,32
P,P,A,A,19,49,376,0.8760,0.8587,0.152408,letter,32
W,W,W,W,18,49,37,0.8758,0.7389,0.0854331,letter,32
L+,L+,T+,T+,22,45,81,0.8750,1.1061,1,letter,32
H,H,W,W,20,48,84,0.8742,0.8580,0.312327,letter,32
N+,N+,T+,T+,10,49,1500,0.8733,0.7279,3.84591e-05,letter,32
O+,O+,C,C,18,48,245,0.8732,0.7739,0.111403,letter,32
Y,Y,G-,G-,19,48,318,0.8723,0.7435,0.193413,letter,32
A+,A+,O,O,8,49,2081,0.8717,0.8056,1.96465e-06,letter,32
G,G,Y,Y,20,48,258,0.8712,1.1841,0.312327,letter,32
S-,S-,O,O,19,49,689,0.8708,0.8183,0.152408,letter,32
T-,T-,A-,A-,19,49,1166,0.8691,1.0019,0.152408,letter,32
P,P,K,K,19,49,129,0.8690,1.0618,0.152408,letter,32
S+,S+,O,O,19,49,1558,0.8689,0.5508,0.152408,letter,32
L+,L+,S+,S+,20,47,133,0.8684,1.2516,0.381693,letter,32
X,X,C,C,21,48,540,0.8682,0.5006,0.470879,letter,32
S-,S-,G,G,20,49,259,0.8681,0.6511,0.25287,letter,32
Q,Q,O+,O+,19,49,1289,0.8673,0.7038,0.152408,letter,32
X,X,X+,X+,17,50,1769,0.8669,0.6157,0.0328391,letter,32
O,O,B,B,17,49,1218,0.8667,0.9451,0.0443842,letter,32
E,E,S,S,16,48,329,0.8658,0.3758,0.0293049,letter,32
N-,N-,G-,G-,18,45,97,0.8656,0.5151,0.232693,letter,32
N-,N-,H,H,21,48,139,0.8649,0.6565,0.470879,letter,32
A-,A-,I,I,13,49,1157,0.8640,0.5531,0.00140269,letter,32
E-,E-,X-,X-,22,49,754,0.8639,1.2542,0.568172,letter,32
N-,N-,I,I,20,49,250,0.8638,0.6419,0.25287,letter,32
A+,A+,E,E,14,49,520,0.8632,1.0041,0.00380165,letter,32
A,A,X-,X-,14,50,1592,0.8632,0.9958,0.00260217,letter,32
A,A,C,C,18,49,783,0.8631,0.5644,0.0854331,letter,32
Y,Y,F,F,18,48,499,0.8629,0.7540,0.111403,letter,32
E-,E-,N-,N-,16,48,444,0.8628,0.9185,0.0293049,letter,32
W,W,S+,S+,18,47,201,0.8626,0.9470,0.143865,letter,32
C,C,B,B,18,49,439,0.8623,0.8230,0.0854331,letter,32
Q,Q,E+,E+,16,49,1563,0.8623,0.6929,0.0212941,letter,32
B+,B+,Z,Z,17,43,53,0.8621,1.2318,0.222053,letter,32
X+,X+,B,B,15,49,1489,0.8618,0.7331,0.00939924,letter,32
E,E,O,O,21,48,307,0.8617,0.4516,0.470879,letter,32
S,S,A+,A+,13,50,1976,0.8614,1.0323,0.000936223,letter,32
Q,Q,N-,N-,18,49,956,0.8614,0.7519,0.0854331,letter,32
L-,L-,H,H,17,47,214,0.8614,1.1655,0.0789407,letter,32
A+,A+,G+,G+,21,46,93,0.8607,1.0280,0.658738,letter,32
B,B,F+,F+,14,28,16,0.8599,0.0000,1,letter,32
T-,T-,N,N,17,49,937,0.8592,0.6742,0.0443842,letter,32
A+,A+,H,H,16,49,1037,0.8587,0.8257,0.0212941,letter,32
I-,I-,T+,T+,19,49,399,0.8580,1.3110,0.152408,letter,32
I,I,B,B,18,49,816,0.8562,1.0544,0.0854331,letter,32
O,O,E-,E-,16,49,1050,0.8557,0.6502,0.0212941,letter,32
B,B,N-,N-,18,49,518,0.8556,0.9267,0.0854331,letter,32
I,I,G-,G-,22,49,309,0.8551,0.6745,0.568172,letter,32
Z,Z,E,E,17,49,475,0.8548,1.2176,0.0443842,letter,32
S,S,N+,N+,13,50,1567,0.8547,0.9449,0.000936223,letter,32
T-,T-,I,I,16,49,651,0.8545,0.7448,0.0212941,letter,32
P,P,X+,X+,18,48,253,0.8544,0.7456,0.111403,letter,32
E+,E+,T,T,20,49,1061,0.8543,0.6958,0.25287,letter,32
G-,G-,B-,B-,21,49,121,0.8534,0.7165,0.391603,letter,32
T,T,G-,G-,18,48,406,0.8531,0.6121,0.111403,letter,32
E,E,N+,N+,21,48,286,0.8528,0.5650,0.470879,letter,32
K,K,L-,L-,22,48,184,0.8528,0.2803,0.665466,letter,32
G-,G-,S+,S+,17,49,545,0.8528,0.8571,0.0443842,letter,32
C,C,O,O,21,49,538,0.8524,0.8671,0.391603,letter,32
G-,G-,A,A,17,49,745,0.8522,0.7806,0.0443842,letter,32
W,W,X+,X+,22,48,201,0.8522,0.8517,0.665466,letter,32
B+,B+,X,X,19,39,47,0.8513,1.4756,1,letter,32
T-,T-,T,T,17,49,977,0.8508,0.7370,0.0443842,letter,32
N,N,T+,T+,17,49,1474,0.8508,1.0193,0.0443842,letter,32
A+,A+,E+,E+,11,49,1690,0.8492,0.7756,0.000141971,letter,32
T-,T-,W,W,20,46,99,0.8486,0.6899,0.461391,letter,32
S+,S+,E,E,20,49,321,0.8474,0.6008,0.25287,letter,32
I+,I+,Z,Z,17,38,33,0.8472,0.3015,0.627103,letter,32
P,P,T,T,20,48,180,0.8469,0.5810,0.312327,letter,32
X-,X-,Z,Z,18,49,1028,0.8465,0.3688,0.0854331,letter,32
Y,Y,Z,Z,11,48,1493,0.8465,0.6960,0.000222245,letter,32
X-,X-,G-,G-,23,48,156,0.8458,0.2497,0.885433,letter,32
I-,I-,S,S,22,49,389,0.8454,1.1868,0.568172,letter,32
A+,A+,X+,X+,7,50,2218,0.8450,0.9005,2.09868e-07,letter,32
L,L,O+,O+,21,48,91,0.8449,0.9304,0.470879,letter,32
E+,E+,T-,T-,23,49,449,0.8443,0.7015,0.77545,letter,32
N+,N+,C,C,19,49,444,0.8436,0.6340,0.152408,letter,32
Z,Z,S,S,12,50,2187,0.8436,0.8666,0.000305864,letter,32
S-,S-,K,K,22,49,389,0.8436,0.9583,0.568172,letter,32
G-,G-,A-,A-,17,49,574,0.8429,0.7861,0.0443842,letter,32
Y,Y,I+,I+,13,26,29,0.8423,1.2561,1,letter,32
Q,Q,O-,O-,21,48,346,0.8419,0.6310,0.470879,letter,32
N,N,I-,I-,22,48,279,0.8416,0.9941,0.665466,letter,32
A,A,L+,L+,19,49,165,0.8415,0.4156,0.152408,letter,32
G-,G-,X-,X-,18,48,343,0.8414,1.1202,0.111403,letter,32
H,H,A,A,18,49,895,0.8408,1.0690,0.0854331,letter,32
O-,O-,A+,A+,19,48,300,0.8402,0.6061,0.193413,letter,32
E+,E+,S+,S+,15,50,1163,0.8400,0.8331,0.00660045,letter,32
M,M,W,W,18,49,417,0.8399,0.8155,0.0854331,letter,32
N+,N+,I,I,18,49,1102,0.8396,0.6534,0.0854331,letter,32
T,T,O-,O-,18,46,218,0.8396,0.6941,0.183925,letter,32
X-,X-,M,M,18,49,1092,0.8394,0.3364,0.0854331,letter,32
O,O,A,A,11,49,1954,0.8391,0.8417,0.000141971,letter,32
O+,O+,L+,L+,18,39,43,0.8390,0.9188,0.749259,letter,32
A+,A+,S-,S-,15,49,1427,0.8384,0.7737,0.00939924,letter,32
A+,A+,T-,T-,12,49,1426,0.8382,0.8331,0.000469757,letter,32
F+,F+,E-,E-,17,37,39,0.8377,1.3516,0.742829,letter,32
L,L,T+,T+,18,48,140,0.8374,0.9996,0.111403,letter,32
B+,B+,I,I,17,37,30,0.8372,0.9195,0.742829,letter,32
H,H,N+,N+,18,49,530,0.8369,0.9466,0.0854331,letter,32
C,C,K,K,20,47,235,0.8361,0.7501,0.381693,letter,32
N-,N-,N,N,20,49,534,0.8359,0.5449,0.25287,letter,32
B,B,A,A,10,49,1693,0.8354,0.9832,3.84591e-05,letter,32
O,O,P,P,20,48,248,0.8352,0.6731,0.312327,letter,32
E-,E-,T,T,18,49,998,0.8350,0.8292,0.0854331,letter,32
A,A,W,W,19,48,399,0.8350,0.6480,0.193413,letter,32
M,M,I-,I-,15,49,664,0.8349,0.8522,0.00939924,letter,32
T,T,B,B,17,49,1236,0.8346,0.7753,0.0443842,letter,32
O,O,T-,T-,21,49,756,0.8345,0.7548,0.391603,letter,32
S,S,L,L,21,49,301,0.8334,1.0937,0.391603,letter,32
W,W,A+,A+,19,48,290,0.8330,0.8412,0.193413,letter,32
Q,Q,L-,L-,20,49,526,0.8329,0.4700,0.25287,letter,32
H,H,E+,E+,16,48,320,0.8316,0.8679,0.0293049,letter,32
I+,I+,S+,S+,17,38,24,0.8316,0.3741,0.627103,letter,32
B,B,E-,E-,14,49,926,0.8316,0.8560,0.00380165,letter,32
S,S,B,B,20,49,1103,0.8312,1.1068,0.25287,letter,32
Y,Y,K,K,17,48,425,0.8311,0.7990,0.0594634,letter,32
O,O,A-,A-,15,49,1642,0.8310,0.7830,0.00939924,letter,32
C,C,W,W,21,44,41,0.8292,0.6032,0.880396,letter,32
X,X,S,S,16,50,1538,0.8285,0.5209,0.0153467,letter,32
I,I,Y,Y,19,49,610,0.8282,0.7724,0.152408,letter,32
I-,I-,P,P,22,49,74,0.8262,0.9499,0.568172,letter,32
Z,Z,S-,S-,15,49,1390,0.8261,0.7696,0.00939924,letter,32
X+,X+,X-,X-,19,49,1257,0.8259,1.0412,0.152408,letter,32
I,I,C,C,18,48,285,0.8255,0.8683,0.111403,letter,32
E-,E-,Z,Z,14,49,1406,0.8255,0.7595,0.00380165,letter,32
I-,I-,M,M,18,49,717,0.8247,1.0797,0.0854331,letter,32
B,B,P,P,19,49,255,0.8243,0.8056,0.152408,letter,32
C,C,N+,N+,18,48,528,0.8238,0.6622,0.111403,letter,32
C,C,Z,Z,13,48,793,0.8236,0.7161,0.00208811,letter,32
B,B,C,C,15,49,350,0.8236,0.7245,0.00939924,letter,32
H,H,X-,X-,17,48,296,0.8236,1.3050,0.0594634,letter,32
G,G,G,G,13,49,248,0.8225,0.8820,0.00140269,letter,32
L-,L-,T,T,19,48,433,0.8222,1.5231,0.193413,letter,32
S,S,H,H,19,49,604,0.8221,0.8328,0.152408,letter,32
G,G,B-,B-,23,49,174,0.8215,1.2814,0.77545,letter,32
T,T,H,H,20,49,566,0.8208,0.7020,0.25287,letter,32
Z,Z,L,L,23,49,529,0.8206,0.9537,0.77545,letter,32
Y,Y,S,S,19,48,967,0.8205,0.6604,0.193413,letter,32
X,X,G,G,20,49,620,0.8203,0.5397,0.25287,letter,32
X+,X+,P,P,21,48,325,0.8200,0.5026,0.470879,letter,32
L,L,Z,Z,22,48,268,0.8195,1.0044,0.665466,letter,32
T,T,Y,Y,16,49,1390,0.8193,0.6086,0.0212941,letter,32
A,A,G-,G-,11,49,720,0.8191,0.5230,0.000141971,letter,32
B-,B-,X+,X+,21,49,349,0.8191,0.9180,0.391603,letter,32
P,P,G,G,21,49,57,0.8182,0.5579,0.391603,letter,32
X,X,Z,Z,13,50,2039,0.8176,0.5730,0.000936223,letter,32
N-,N-,A+,A+,15,49,881,0.8170,0.7687,0.00939924,letter,32
E+,E+,C,C,19,49,244,0.8163,0.6083,0.152408,letter,32
A,A,I-,I-,14,49,619,0.8148,0.6408,0.00380165,letter,32
E,E,A+,A+,15,48,549,0.8141,0.5372,0.0132833,letter,32
A+,A+,F,F,13,49,1184,0.8139,0.7622,0.00140269,letter,32
W-,W-,O,O,19,39,18,0.8134,0.3739,1,letter,32
G,G,B,B,16,49,430,0.8127,1.1403,0.0212941,letter,32
L-,L-,O,O,14,49,490,0.8126,1.3542,0.00380165,letter,32
A+,A+,G,G,15,49,942,0.8124,0.6887,0.00939924,letter,32
N+,N+,N-,N-,20,49,569,0.8120,0.7535,0.25287,letter,32
O+,O+,F,F,18,49,489,0.8119,0.6882,0.0854331,letter,32
E+,E+,E+,E+,19,49,582,0.8118,0.6425,0.152408,letter,32
E,E,G,G,18,46,81,0.8109,0.4194,0.183925,letter,32
Y,Y,O+,O+,19,48,777,0.8107,0.6146,0.193413,letter,32
L-,L-,Z,Z,13,49,644,0.8106,1.6092,0.00140269,letter,32
B,B,O+,O+,19,49,771,0.8102,0.7117,0.152408,letter,32
B-,B-,A,A,12,49,487,0.8099,0.8750,0.000469757,letter,32
G-,G-,E,E,21,49,63,0.8099,0.7200,0.391603,letter,32
N+,N+,T-,T-,12,49,940,0.8098,0.5776,0.000469757,letter,32
M,M,B-,B-,14,49,573,0.8096,0.8381,0.00380165,letter,32
N-,N-,E,E,16,45,92,0.8094,0.7792,0.0724543,letter,32
E-,E-,S-,S-,14,49,596,0.8091,0.7462,0.00380165,letter,32
T,T,N-,N-,19,48,585,0.8090,0.7037,0.193413,letter,32
Z,Z,Y,Y,2,49,1676,0.8083,0.7545,4.35563e-12,letter,32
A+,A+,B-,B-,16,49,540,0.8081,0.8529,0.0212941,letter,32
A,A,O+,O+,7,49,1505,0.8080,0.5980,3.62458e-07,letter,32
L-,L-,B-,B-,11,48,185,0.8078,1.2906,0.000222245,letter,32
F,F,S,S,20,49,729,0.8075,0.9241,0.25287,letter,32
H,H,I,I,20,49,401,0.8064,0.8522,0.25287,letter,32
I,I,G,G,21,49,418,0.8062,0.7942,0.391603,letter,32
E+,E+,S,S,9,50,910,0.8061,0.7090,5.6141e-06,letter,32
I,I,I,I,12,49,639,0.8056,0.7259,0.000469757,letter,32
C,C,S,S,17,48,502,0.8038,0.7310,0.0594634,letter,32
S-,S-,N-,N-,19,48,269,0.8025,0.7400,0.193413,letter,32
Y,Y,T,T,9,48,1163,0.8023,0.7118,1.52218e-05,letter,32
S+,S+,S-,S-,20,49,856,0.8017,0.4836,0.25287,letter,32
E-,E-,Y,Y,16,49,640,0.8016,0.7608,0.0212941,letter,32
K,K,E+,E+,18,49,477,0.8011,0.5471,0.0854331,letter,32
A+,A+,I-,I-,17,49,617,0.8011,0.7841,0.0443842,letter,32
O,O,C,C,20,49,410,0.8011,0.7246,0.25287,letter,32
S+,S+,T,T,14,49,1692,0.8008,0.4811,0.00380165,letter,32
O,O,E,E,16,49,286,0.8006,0.8321,0.0212941,letter,32
E+,E+,M,M,12,49,1472,0.8003,0.5937,0.000469757,letter,32
T+,T+,E,E,17,48,251,0.8001,0.3996,0.0594634,letter,32
E-,E-,H,H,20,48,352,0.7995,0.8932,0.312327,letter,32
T-,T-,E-,E-,16,49,587,0.7988,0.6898,0.0212941,letter,32
C,C,G,G,21,48,143,0.7975,0.6096,0.470879,letter,32
A,A,I,I,9,50,1554,0.7953,0.5461,5.6141e-06,letter,32
F+,F+,Z,Z,18,43,53,0.7948,1.2711,0.360378,letter,32
H,H,Z,Z,18,49,797,0.7945,0.8753,0.0854331,letter,32
T,T,F,F,17,49,697,0.7944,0.7695,0.0443842,letter,32
G,G,T,T,18,49,537,0.7940,1.1263,0.0854331,letter,32
M,M,B+,B+,16,42,65,0.7938,0.2511,0.164149,letter,32
K,K,Q,Q,14,49,952,0.7938,0.5951,0.00380165,letter,32
T,T,W,W,17,48,153,0.7936,0.6995,0.0594634,letter,32
P,P,M,M,16,49,391,0.7936,0.6760,0.0212941,letter,32
N-,N-,X,X,16,49,671,0.7925,0.7730,0.0212941,letter,32
A+,A+,W-,W-,19,44,26,0.7915,0.7742,0.451381,letter,32
O-,O-,W,W,20,45,41,0.7914,0.7476,0.551484,letter,32
Y,Y,B-,B-,19,47,146,0.7910,0.8628,0.24296,letter,32
A+,A+,O+,O+,9,49,1489,0.7897,0.6377,9.26355e-06,letter,32
T,T,E,E,19,49,277,0.7896,0.8478,0.152408,letter,32
Y,Y,C,C,21,48,207,0.7894,0.7700,0.470879,letter,32
G+,G+,S+,S+,17,42,24,0.7890,0.2493,0.279956,letter,32
Y,Y,A,A,5,48,1484,0.7872,0.8135,1.36805e-08,letter,32
Q,Q,K,K,11,49,1171,0.7869,0.7062,0.000141971,letter,32
X+,X+,X+,X+,4,50,1790,0.7865,0.6923,4.46178e-10,letter,32
O-,O-,T-,T-,21,47,52,0.7864,0.4245,0.560065,letter,32
S+,S+,W-,W-,17,35,15,0.7862,0.5159,1,letter,32
X,X,E+,E+,13,49,1213,0.7862,0.4274,0.00140269,letter,32
O+,O+,S,S,17,49,921,0.7860,0.8864,0.0443842,letter,32
B-,B-,A+,A+,20,49,484,0.7854,0.8984,0.25287,letter,32
E,E,E+,E+,19,48,271,0.7849,0.4268,0.193413,letter,32
O,O,X+,X+,11,49,1657,0.7846,0.7296,0.000141971,letter,32
L+,L+,E,E,20,46,53,0.7828,1.2564,0.461391,letter,32
A+,A+,C,C,9,49,800,0.7820,0.7203,9.26355e-06,letter,32
X+,X+,X,X,2,50,1884,0.7814,0.7307,2.26663e-12,letter,32
O,O,O+,O+,20,49,779,0.7813,0.7015,0.25287,letter,32
O+,O+,B,B,17,49,811,0.7806,1.0375,0.0443842,letter,32
G-,G-,G,G,20,48,138,0.7794,0.6371,0.312327,letter,32
N,N,I,I,19,49,968,0.7784,0.6851,0.152408,letter,32
W,W,N+,N+,17,48,164,0.7772,0.7174,0.0594634,letter,32
N+,N+,O+,O+,17,49,982,0.7756,0.5676,0.0443842,letter,32
A-,A-,A-,A-,6,49,1929,0.7751,0.5696,5.72777e-08,letter,32
A-,A-,F,F,16,49,928,0.7748,0.5274,0.0212941,letter,32
H,H,H,H,8,50,222,0.7746,0.7604,1.16356e-06,letter,32
B+,B+,E-,E-,14,38,18,0.7737,1.1493,0.143307,letter,32
E-,E-,L,L,22,48,234,0.7737,1.0645,0.665466,letter,32
F+,F+,K,K,17,38,29,0.7735,0.8641,0.627103,letter,32
F,F,H,H,18,48,298,0.7731,0.7909,0.111403,letter,32
Y,Y,Y,Y,14,47,855,0.7731,0.6621,0.00794273,letter,32
G-,G-,S-,S-,17,48,259,0.7722,0.5600,0.0594634,letter,32
A,A,F,F,15,49,1178,0.7721,0.5288,0.00939924,letter,32
X,X,X,X,4,50,1656,0.7716,0.5801,4.46178e-10,letter,32
B-,B-,E,E,16,48,96,0.7709,0.8427,0.0293049,letter,32
F-,F-,A,A,13,35,46,0.7707,0.5321,0.175465,letter,32
L-,L-,K,K,19,48,303,0.7696,1.7018,0.193413,letter,32
T+,T+,F,F,17,49,680,0.7695,0.3429,0.0443842,letter,32
A+,A+,B,B,11,49,1791,0.7691,0.8814,0.000141971,letter,32
Q,Q,I-,I-,18,49,565,0.7685,0.7080,0.0854331,letter,32
A-,A-,P,P,21,49,316,0.7679,0.4257,0.391603,letter,32
X-,X-,Q,Q,13,49,955,0.7665,0.3792,0.00140269,letter,32
B,B,G,G,18,49,393,0.7662,0.6732,0.0854331,letter,32
M,M,L+,L+,18,49,173,0.7655,0.5210,0.0854331,letter,32
I,I,B-,B-,20,49,189,0.7652,0.7213,0.25287,letter,32
E-,E-,S+,S+,13,49,1196,0.7652,0.8576,0.00140269,letter,32
B+,B+,A+,A+,15,44,61,0.7651,1.3090,0.0487668,letter,32
T,T,B-,B-,18,49,240,0.7645,0.5693,0.0854331,letter,32
N-,N-,O,O,18,49,507,0.7639,0.6886,0.0854331,letter,32
B,B,I-,I-,20,48,292,0.7639,0.6526,0.312327,letter,32
